title,artist,album,release_date,genre,likes,lyrics
Love 119,RIIZE,Love 119,2024.01.05,댄스,"총건수
											0",1 2 Let’s go뺏긴 My heartthat girl’s a killerLove so goodfeels like a thriller시작됐지이건 Emergency (Vroom)1-1-9 1-1-9Save my life save my lifeShe sets me free이건 Emergency (Love)너는 마치 Flashlight자꾸만 시선을 뺏겨많은 사람 속에서순간 너만 보였어다들 말하지Love is so sweet아직 난 뭔지 모르겠지Right now처음 느낀 이상한 떨림이건 진심 I’m not kidding친구이기엔 더Deeper deeper deeper어쩌면 Love song yah뺏긴 My heartthat girl’s a killerLove so goodfeels like a thriller시작됐지이건 Emergency (Vroom)1-1-9 1-1-9Save my life save my lifeShe sets me free이건 Emergency (Love)이상해 나 What do I do너에 관한 건 뭐라도신경 쓰여 난 All day넌 만들어 My day이 감정은 Someday난 알고 싶어귓가에 울린Love is so sweet멈출 수 없이빠져버린 나야네가 자꾸 궁금해 왜지말도 안 돼I’m not kidding시간이 갈수록깊어 깊어 깊어져가는 나잖아뺏긴 My heartthat girl’s a killerLove so goodfeels like a thriller시작됐지이건 Emergency (Vroom)1-1-9 1-1-9Save my life save my lifeShe sets me free이건 Emergency (Love)이건 뭘까You know what I’m talking about왜 이렇게나의 맘이 어지러운 걸까이 모든 게내가 널 좋아하는 건가난 그럼 더 이상끌고 싶지 않아다른 건Nothing butI want it all with you뺏긴 My heartthat girl’s a killerLove so goodfeels like a thriller시작됐지이건 Emergency (Vroom)1-1-9 1-1-9Save my life save my lifeShe sets me free이건 Emergency (Love)
Cosmic,Red Velvet (레드벨벳),Cosmic,2024.06.24,댄스,"총건수
											0","외딴 별 그 Funny story(It’s electric)그 소란스런 Landing너를 만난 별난 사건첫 번째 별은 차가워몇 번째 은하를 건너멋대로 불시착한그대란 낯선 이방인을 버려둘까솔직히 너무 신경 쓰여재미 삼아 놀려줄까?Hey, what did you do to my mind?네가 궁금해져밤새 질문할 수도 있어(When the stars align)오늘 밤이 맑다면내일 떠나겠단 너I got a plan, just you and I조금 더 머무르면 어때?나의 별이 조금 외롭대아껴둔 노래를 들려줄게Love is CosmicI’m riding on your rhythmThrough the solar systemCome with me우린 이 밤을 건너 둘이Cosmic loveRiding your rhythmThrough the solar system널 더 알고 싶어Cosmic love이런 감정 처음이라곰곰이 생각해 봐도 물음표야낯선 이 소동도너에게도 내가 낯설지외계인 보듯 보던 걸상처받을 수도 있어내 별의 시간은 천천히 흘러가넌 서두르지 않아도 돼(When the stars align)어쩜 우린 주인 없는꿈을 찾는 여행자헤매이던 작은 유성조금 더 머무르면 어때?나의 별이 조금 외롭대아껴둔 노래를 들려줄게Love is CosmicI’m riding on your rhythmThrough the solar systemCome with me우린 이 밤을 건너 둘이Cosmic love너는 성큼 다가와그을린 손 내밀며함께 떠나자 해보지 못한 것들 찾자 해I just can’t say goodnightI can never say goodnight‘Cause your love is CosmicI’m riding on your rhythmThrough the solar systemCome with me우린 이 밤을 건너 둘이Cosmic love오늘 밤 떠나숨겨진 별 찾아이름 붙일 거야Cosmic loveRiding your rhythm(이 밤을 타고)Through the solar system널 더 알고 싶어Cosmic love oh yeah"
From,PLAVE,ASTERUM : 134-1,2024.02.26,발라드,"총건수
											0","How are you doing?괜찮은 건지사소한 감정들에 지쳐 보여Somebody help me그 시간들이 지나서네게 비춰진 지금의 나두려웠던 나의 계절It was me, I didn't recognize myself잠들지 못한 그날잠들 수 없던 그 밤무너질 수 없었던 일어서야만 했던Fogginess, Broken heartBut I've dreamed all day alwaysLove youFrom your best friend여기Rain is falling여전히 난 이곳에 서 있어Somebody help me그토록 바랬던 그 사람은 나, 너란 걸찬란했던 나의 계절It was me, I didn't recognize myself잠들지 못한 그날잠들 수 없던 그 밤무너질 수 없었던 일어서야만 했던Fogginess, Broken heartBut I've dreamed all day alwaysLove youFrom your best friend잠들지 못한 그날잠들 수 없던 그 밤무너질 수 없었던 일어서야만 했던Fogginess, Broken heartBut I've dreamed all day alwaysLove youFrom your best friend"
삐그덕 (Walk),NCT 127,WALK - The 6th Album,2024.07.15,댄스,"총건수
											0","Woah woah woah woah woah we on난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕누가 봐도나처럼 난 걷지On the beat박자에 맞게미끄러져 걸음이좌우로 흔들리지난 메트로놈의 침늘 여유롭지원래 내 일이 Chill눈길을 끌지내가 그 원인Get out my way yuhCuz I’ll be bussin’문제는 다 Pass pass다 털어내 먼지굳이 시간 쓰지 않지 난난 시선을 뺏어I see you crushin’나는 좀 바뻐난 Wall to wall여유가 뱄어언제든 난 Step in떠나보낸 Good good good good night난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕내버려둬 I just can not stop모든 문을 두드리지 Knock knock쏟아지는 빛, 익숙해져 난 (For real)내 두 손에 쏟아지는 Like like여름에도 떠는 Phone고장 나 버려 난 삐용 삐용비켜 내 앞에 끼지 말아 위험 위험빨리비켜봐 On my way좀 더 삐걱대게Do ma dance do ma dance걸음마저 Step step눈길을 끌지내가 그 원인Get out my way yuhCuz I’ll be bussin’문제는 다 Pass pass다 털어내 먼지굳이 시간 쓰지 않지 난난 시선을 뺏어I see you crushin’매겨 난 백 점상을 줘 넌여유가 뱄어언제든 난 Step in떠나보낸Good good good good night난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕걸어 Woah woah walkwalk walk 걸어 Walk걸어 Walk walk걸어 Walk you know I더 다르게 더 걸어 걸어 Walk발바닥이 더 뜨거워 더 뜨거워누가 뭐라던 난 이대로 Walk난 이대로 Walk 내 길은 매끄러워난 만들어내 Noise내 이름을 불러대No Matter where I go모두 원해 Once again yeah더 반응해 Woah다 반응해 Woah내 걸음이 더 뜨거워져 뜨거워난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕난 삐그덕 삐그덕걸음걸이 고장 나 버린 듯이 WalkDon't care bout’ a thang난 내 기분대로 Walk걸음걸이 고장 난 듯이 삐그덕(걸어 Walk)Ay get get out my way부딪히다간 삐끗해Ay get get off my lane깜짝할 새 앞지르네Ay get get out my way부딪히다간 삐끗해Ay get get off my lane깜짝할 새 앞지르네걸어 Woah woah walkwalk walk 걸어 Walk걸어 Walk walk 걸어 Walkyou know Iwalk walk 걸어 WalkYa heard"
주저하는 연인들을 위해,잔나비,전설,2019.03.13,"인디음악, 록/메탈","총건수
											0",나는 읽기 쉬운 마음이야당신도 스윽 훑고 가셔요달랠 길 없는 외로운 마음 있지머물다 가셔요 음내게 긴 여운을 남겨줘요사랑을 사랑을 해줘요할 수 있다면 그럴 수만 있다면새하얀 빛으로 그댈 비춰 줄게요그러다 밤이 찾아오면우리 둘만의 비밀을 새겨요추억할 그 밤 위에 갈피를 꽂고선  남몰래 펼쳐보아요나의 자라나는 마음을못 본 채 꺾어 버릴 순 없네미련 남길바엔 그리워 아픈 게 나아서둘러 안겨본 그 품은 따스할 테니그러다 밤이 찾아오면우리 둘만의 비밀을 새겨요추억할 그 밤 위에 갈피를 꽂고선  남몰래 펼쳐보아요언젠가 또 그날이 온대도우린 서둘러 뒤돌지 말아요마주보던 그대로 뒷걸음치면서서로의 안녕을 보아요피고 지는 마음을 알아요다시 돌아온 계절도난 한 동안 새 활짝 피었다 질래또 한번 영원히그럼에도 내 사랑은또 같은 꿈을 꾸고그럼에도 꾸던 꿈을난 또 미루진 않을거야
그랬나봐,유회승 (엔플라잉),선재 업고 튀어 OST Part 6,2024.05.06,"발라드, 국내드라마","총건수
											0",많은 친구 모인 밤 그 속에서 늘 있던 자리에니가 가끔 보이질 않을 때내가 좋아했던 너의 향길 맡으며혹시 니가 아닐까 고갤 돌려 널 찾을 때우연히 너의 동넬 지나갈때면어느새 니 얼굴 자꾸 떠오를 때그랬나봐 나 널 좋아하나봐하루하루 니 생각만 나는걸널 보고 싶다고 잘할 수 있다고용기내 전활걸고 싶었는데그게 잘 안돼 바보처럼우연히 너의 메일을 알게되면서모니터 앞에 널 밤새 기다릴때그랬나봐 나 널 좋아하나봐하루하루 니 생각만 나는걸널 보고 싶다고 잘할 수 있다고용기내 전활걸고 싶었는데 그게 잘 안돼말하지 못한 막막함을 너는 알고 있을까오랫동안 기다려온 사랑 내 앞에 숨쉬고 있는걸그랬나봐 나 널 좋아하나봐하루하루 니 생각만 나는걸널 보고 싶다고 잘할 수 있다고용기내 전활걸고 싶었는데 그게 잘 안돼넌 언제나 나를 꿈꾸게 하지지금보다 더 좋은 남자 되고 싶다고널 만나러 가는 이 시간 난 연습해그토록 오랜시간 가슴속에 숨겨왔던 말사랑해
OMG,NewJeans,NewJeans 'OMG',2023.01.02,댄스,"총건수
											0","이 노래는 it’s about you babyOnly youYou you youYou you you you내가 힘들 때울 것 같을 때기운도 이젠나지 않을 때It’s you 날 걱정하네It’s you 날 웃게하네말 안 해도 돼Boy what do you say(They keep on asking me, ""who is he?"") 멀리든 언제든지 달려와(They keep on asking me, ""who is he?"") 바쁜 척도 없이 넌 나타나(They keep on asking me, ""who is he?"") 이게 말이 되니 난 물어봐(They keep on asking me, ""who is he?"") 너는 말야He’s the one that’s living in my system babyOh my oh my God예상했어 나I was really hopingThat he will come throughOh my oh my God단 너뿐이야Asking all the time about what I should doNo I can never let him go너만 생각나 24난 행운아야 정말로 I know, I know널 알기 전까지는 나의미 없었어 전부 다내 맘이 끝이 없는 걸 I know, I knowI’m going crazy right?어디서든몇 번이든There ain’t nothing else that I would hold on toI hear his voiceThrough all the noise잠시라도 내 손 놓지 마 no, no걱정 없잖아‘Cause I got someone혼자라도 괜찮아‘Cause I love someone(They keep on asking me, ""who is he?"") 멀리든 언제든지 달려와(They keep on asking me, ""who is he?"") 바쁜 척도 없이 넌 나타나(They keep on asking me, ""who is he?"") 이게 말이 되니 난 물어봐(They keep on asking me, ""who is he?"") 너는 말야He’s the one that’s living in my system babyOh my oh my God예상했어 나I was really hopingThat he will come throughOh my oh my God단 너뿐이야Asking all the time about what I should doNo I can never let him go너만 생각나 24난 행운아야 정말로 I know, I know널 알기 전까지는 나의미 없었어 전부 다내 맘이 끝이 없는 걸 I know, I know너와 나My heart is glowingIt’s glowing up너랑만 있으면 무서울 게 없어가득 메워진, 다 메워진 (붉어진)My heart is glowing, it’d be glowing‘Cause heOh my oh my God예상했어 나I was really hopingThat he will come throughOh my oh my God단 너뿐이야Asking all the time about what I should doNo I can never let him goHe’s right there for me 24난 행운아야 정말로 I know, I know널 알기 전까지는 나의미 없었어 전부 다어떡해My heart is glowing, it’s glowingMy heart is glowing upSo I can’t sleep at night"
Love Lee,AKMU (악뮤),Love Lee,2023.08.21,댄스,"총건수
											0",You know내 스타일이 아닌 음악을 들어도You know좋아하지 않는 음식을 먹어도우산 없이 비가 와 홀딱 다 젖어도 좋아I love it because I love you우리 관계 디비디비딥매일 봐도 처음같이 비기비기닝춤추고 싶어 빌리빌리진우리 앞 우리 옆 시기시기질투자유로운 날갯짓 훨훨훨꽃송이가 나를 삼킬 걸알면서 난 뛰어들었어 Jump j-j-jump jump jump jumpSo lovely day so lovelyErrday with you so lovelyDu durudu durudu du duruduSpell L.o.v.e.L.e.e이름만 불러도 you can feel me눈빛만 봐도 알면서 my loveYou know아끼는 옷에 coffee를 쏟아도You know내가 준 목걸이를 잃어버려도한 번 더 같은 것 사준 걸 다시 또 잃어도 좋아I don't care I just care about you여기 어때 how you like that다 퍼주고 될게 빈털터리Jubilate 박수갈채안 반하고 누가 배겨 love sick비타민 U가 필요해만들어줘 샛노랗게체크무늬 벌집 두 눈에Honey help honey helpSo lovely day so lovelyErrday with you so lovelyDu durudu durudu du duruduSpell L.o.v.e.L.e.e이름만 불러도 you can feel me눈빛만 봐도 알면서 my love누구 사랑 먹고 그리 이쁘게 컸니Mommy or your daddy or them bothLovey-dovey things 너의 곁에 everydayGood morning good night너의 이름 부를 때So lovely day so lovelyErrday with you so lovelyDu durudu durudu du duruduSpell L.o.v.e.L.e.e이름만 불러도 you can feel me눈빛만 봐도 알면서 my love
Watch Me Woo!,PLAVE,ASTERUM : 134-1,2024.02.26,록/메탈,"총건수
											0","I got stuck in roulette돌아가는 문제 속 헤매고 있어We wanna touch the moon도달할 수 없다는 건 참 어리석었지Watch Me Woo!Watch Me Woo!You know I know AhWatch Me Woo!Watch Me Woo!You know I know Ah세상은 다 거짓말가면에 숨긴 Red eyesAll I can say is, FreedomVida PreciosaLivin’ La Vida Loca의미 없단 건 결국 없다고 Yeah너도 알고 있잖아그 속 안에 진실과마주치는 순간 You'll be alrightWatch Me Woo!Watch Me Woo!You know I know AhWatch Me Woo!Watch Me Woo!You know I know AhGold's getting biggerGold on my neckShining 24/7, They call me madGold's getting biggerGold on my neckShining 24/7, They call me mad1 hunnit, 白이던 100이건 상관없이 I get it all원하면 다 이뤄나가 Why so serious?God damn, 시간은 금 흘린 땀방울 뒤엔 우린 고급 지게 놀아 Play, 부Watch Me Woo!Watch Me Woo!You know I know AhWatch Me Woo!Watch Me Woo!You know I know Ah"
Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2023.10.27,댄스,"총건수
											0","Me and my girliesWe gon party til its earlyGot me feeling otherworldly tonightCaught in some trafficBut the radio is blastingDrop a red light and we’ll sing it goodbyeOohBy the morning, feel like magicI got all I need you know nothing else can beatThe way that I feel when I’m dancing with my girlsPerfect energy yeah we flawless yeah we freeThere’s no better feeling in the whole wide worldTonightI don’t care what’s wrong or rightDon’t start blowing up my lineI’d care at 11:59But nothing counts after midnightCome and take a ride with meI got a credit card and some good companySome come throughMake the fit real goodWhy you still stuck on loadingWaiting on you babeOohNight to morning, live slow motionI got all I need you know nothing else can beatThe way that I feel when I’m dancing with my girlsPerfect energy yeah we flawless yeah we freeThere’s no better feeling in the whole wide worldTonightI don’t care what’s wrong or rightDon’t start blowing up my lineI’d care at 11:59But nothing counts after midnightOohBy the morning, feel like magicI got all I need you know nothing else can beatThe way that I feel when I’m dancing with my girlsPerfect energy yeah we flawless yeah we freeThere’s no better feeling in the whole wide worldTonightI don't care what’s wrong or rightDon’t start blowing up my lineI’d care at 11:59Don’t start blowing up my line"
봄날,방탄소년단,YOU NEVER WALK ALONE,2017.02.13,랩/힙합,"총건수
											0",보고 싶다이렇게 말하니까 더 보고 싶다너희 사진을 보고 있어도보고 싶다너무 야속한 시간나는 우리가 밉다이젠 얼굴 한번 보는 것 조차힘들어진 우리가여긴 온통 겨울 뿐이야8월에도 겨울이 와마음은 시간을 달려가네홀로 남은 설국열차니 손 잡고 지구 반대편까지 가겨울을 끝내고파그리움들이 얼마나눈처럼 내려야 그 봄날이 올까Friend허공을 떠도는작은 먼지처럼 작은 먼지처럼날리는 눈이 나라면조금 더 빨리네게 닿을 수 있을 텐데눈꽃이 떨어져요또 조금씩 멀어져요보고 싶다 보고 싶다보고 싶다 보고 싶다얼마나 기다려야또 몇 밤을 더 새워야널 보게 될까 널 보게 될까만나게 될까 만나게 될까추운 겨울 끝을 지나다시 봄날이 올 때까지꽃 피울 때까지그곳에 좀 더 머물러줘 머물러줘니가 변한 건지니가 변한 건지아니면 내가 변한 건지내가 변한 건지이 순간 흐르는 시간조차 미워우리가 변한 거지 뭐모두가 그런 거지 뭐그래 밉다 니가 넌 떠났지만단 하루도 너를잊은 적이 없었지 난솔직히 보고 싶은데이만 너를 지울게그게 널 원망하기보단덜 아프니까시린 널 불어내 본다연기처럼 하얀 연기처럼말로는 지운다 해도사실 난 아직 널 보내지 못하는데눈꽃이 떨어져요또 조금씩 멀어져요보고 싶다 보고 싶다보고 싶다 보고 싶다얼마나 기다려야또 몇 밤을 더 새워야널 보게 될까 널 보게 될까만나게 될까 만나게 될까You know it allYou're my best friend아침은 다시 올 거야어떤 어둠도 어떤 계절도영원할 순 없으니까벚꽃이 피나봐요이 겨울도 끝이 나요보고 싶다 보고 싶다 보고 싶다 보고 싶다조금만 기다리면며칠 밤만 더 새우면만나러 갈게 만나러 갈게데리러 갈게 데리러 갈게추운 겨울 끝을 지나다시 봄날이 올 때까지꽃 피울 때까지그곳에 좀 더 머물러줘 머물러줘
사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,2023.07.14,발라드,"총건수
											0",아침에 눈 뜨는 게 너무 행복해졌어 널 사랑한다 말할 수 있어서 하늘에 감사해 ⠀네 번의 계절을 너와 함께할게평생토록 더 오래도록 더 영원토록⠀음악처럼 꿈처럼 매일 새롭게 사랑을 주고 싶어 지금처럼 곁에 있어 주기를 언제나⠀사막에서 꽃을 피우듯 널 만난 건 기적인 걸설렘이 사라지더라도 이 사랑을 지켜줄게⠀허물없이 지내다가도힘든 날엔 말없이 기댈 수 있게언제나 네 곁에 내가 서 있을게 ⠀한 걸음 한 걸음 어둡지 않게 내가 널 비춰줄게지금처럼 곁에 있어 주면 돼 언제나⠀사막에서 꽃을 피우듯 널 만난 건 기적인 걸설렘이 사라지더라도 이 사랑을 지켜줄게⠀허물없이 지내다가도힘든 날엔 말없이 기댈 수 있게언제나 네 곁에 내가 서 있을게 ⠀너와 함께하는 이 시간이조금만 더 천천히 흘러가길⠀어떤 날엔 웃게 해 줄게좋은 날엔 더 안아줄게슬픈 날엔 그냥 울어도 돼내가 더 노력할게 ⠀허물없이 지내다가도 힘든 날엔 말없이 기댈 수 있게언제나 네 곁에 내가 서 있을게⠀언제나 네 곁에 있을게
MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2023.11.02,댄스,"총건수
											0",힘껏 내팽개친 Roses 말론 안 통하지 역시 어쩜 이리 안 변해인정 같은 소린 됐고이쯤에서 끝내 Let go 인내심도 Out of space얼룩지는 Red carpet 그렇게 또 Fade away치워줘 Scarred face 끝까지 신경 쓰여 HuhThis love is maniac maniac maniac But I can’t killin’ it killin’ it killin’ it사랑 말고 다른 말론 설명할 수 없는 멜로 It’s maniac maniac maniac자극적 이끌림 잔인해진 Orbit지겨운 Love-phobic yeah그래 솔직하자 넌 지금 즐긴 거야얼음처럼 날 선 말 부서질 듯 던져 막심장을 푹 찌르고 또 Melted완벽하게 Cliche 웃기지도 않는 꼴 갈피 없이 뒤집히는 Magnet 답이 없는 Zero-sum game 뭐가 문제였던 건데결국 또 미뤄진 End 이것도 재주야 PerfectThis love is maniac maniac maniac But I can’t killin’ it killin’ it killin’ it사랑 말고 다른 말론 설명할 수 없는 멜로 It’s maniac maniacCrystal처럼 조각난 Lighting 그 아래 선 우린 Living in a moment Bloody truth짓이겨져 물든 Rose 결국 벗어던진 Mask 말해 What you wanna do Woo woo ahThis love is maniac maniac maniacAnd I’m okay with it okay with it okay with it끝내 너와 나마저도 이해할 수 없는 멜로 It’s maniac maniac maniac 화려한 이 Tragic 이거 사랑 맞지영원할 Scenery yeah그래 솔직하자 우리는 즐긴 거야 Never everIt’s coming down It’s coming down It’s coming downManiac Yeah yeah woo woo woo
I Don't Think That I Like Her,Charlie Puth,CHARLIE,2022.10.07,POP,"총건수
											0","Get her name and get her numberFind out all of the thingsthat we have in commonNever all the differences,oh, yeahMeet her parents, meet her brotherThen she starts sleepin'over the crib on weekendsLike a real relationship, oh, noFor me, the stars are alignin'But for her, it's bad timin'So she just can't be mineI don't thinkthat I like her anymoreCause they're all the sameAll they wanna do is breakmy heart, my heart (Oh-oh)I don't thinkthat I like her anymoreCause they're all the sameThey just wanna see mefall apart, apart (Oh-oh)So I hook up on a reboundAnd I say that I'm gonna besingle for lifeBut she's so prettyand nice (Pretty and nice)So I made just one exceptionBut I find out eventuallyI'm not her typeBaby, that's the reason why, thatFor me, the stars are alignin'But for her, it's bad timin'So she just can't be mineI don't thinkthat I like her anymore (Yeah)Cause they're all the sameAll they wanna do is breakmy heart, my heart (Oh-oh)I don't thinkthat I like her anymore (No)Cause they're all the sameThey just wanna see mefall apart, apart (Oh-oh)I'm trying not to be bitterBut damn it, I miss her'Cause she's one of a kindFor me, the stars are alignin'But for her, it's bad timin'So she just can't be mineI don't thinkthat I like her anymoreCause they're all the sameAll they wanna do is breakmy heart, my heart (Oh-oh)I don't thinkthat I like her anymoreCause they're all the sameThey just wanna see mefall apart, apart (Oh-oh)Then we fall,we fall, fall, fall apart nowI don't thinkthat I like her anymoreCause they're all the sameThey just wanna see mefall apart, apart (Oh-oh)"
네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),네가 내 마음에 자리 잡았다,2024.06.25,록/메탈,"총건수
											0",어느 날 기적처럼 스며들었다메말랐던 내 삶의 의미가 됐다시원한 바람처럼 내게 불어와네가 내 마음에 자리 잡았다Wake up in the morning 오늘 너무 향긋해평소보다 좀 들뜨기도 해 (Hello)온종일 머릿속에는 너로 가득해I know (You know)일상 불가해 내 마음 다 줄래어느 날 기적처럼 스며들었다메말랐던 내 삶의 의미가 됐다시원한 바람처럼 내게 불어와네가 내 마음에 자리 잡았다내 마음 다 줄래널 향한 내 가슴이 터져 내릴 때네가 내 마음에 자리 잡았다Thinking all day 가끔은 어색해난 정말 솔직한데네 앞에 설 때 내 반응은 어때?너밖에 못 보는 건데 “내가 그렇게 좋아?” 하면 넌 재밌나 봐바보 같으면 어때 널 안아 줄래어느 날 기적처럼 스며들었다메말랐던 내 삶의 의미가 됐다시원한 바람처럼 내게 불어와네가 내 마음에 자리 잡았다내 마음 다 줄래널 향한 내 가슴이 터져 내릴 때네가 내 마음에 자리 잡았다어느새 마음에네가 내 마음에 자리 잡았다
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2019.09.25,발라드,"총건수
											0",일부러 몇 발자국 물러나내가 없이 혼자 걷는 널 바라본다옆자리 허전한 너의 풍경흑백 거리 가운데 넌 뒤돌아본다그때 알게 되었어난 널 떠날 수 없단 걸우리 사이에 그 어떤 힘든 일도이별보단 버틸 수 있는 것들이었죠어떻게 이별까지 사랑하겠어널 사랑하는 거지사랑이라는 이유로서로를 포기하고찢어질 것같이 아파할 수 없어 난두세 번 더 길을 돌아갈까적막 짙은 도로 위에 걸음을 포갠다아무 말 없는 대화 나누며주마등이 길을 비춘 먼 곳을 본다그때 알게 되었어난 더 갈 수 없단 걸한 발 한 발 이별에 가까워질수록너와 맞잡은 손이 사라지는 것 같죠어떻게 이별까지 사랑하겠어널 사랑하는 거지사랑이라는 이유로서로를 포기하고찢어질 것같이 아파할 수 없어 난어떻게 내가 어떻게 너를이후에 우리 바다처럼 깊은 사랑이다 마를 때까지기다리는 게 이별일 텐데어떻게 내가 어떻게 너를이후에 우리 바다처럼 깊은 사랑이다 마를 때까지기다리는 게 이별일 텐데
"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2018.03.20,"발라드, 국내드라마","총건수
											0",네가 없이 웃을 수 있을까생각만 해도 눈물이나힘든 시간 날 지켜준 사람이제는 내가 그댈 지킬 테니너의 품은 항상 따뜻했어고단했던 나의 하루에유일한 휴식처나는 너 하나로 충분해긴 말 안 해도 눈빛으로 다 아니깐한 송이의 꽃이 피고 지는모든 날 모든 순간 함께해햇살처럼 빛나고 있었지나를 보는 네 눈빛은꿈이라고 해도 좋을 만큼그 모든 순간은 눈부셨다불안했던 나의 고된 삶에한줄기 빛처럼 다가와날 웃게 해준 너나는 너 하나로 충분해긴 말 안 해도 눈빛으로 다 아니깐한 송이의 꽃이 피고 지는모든 날 모든 순간 함께해알 수 없는 미래지만네 품속에 있는 지금 순간 순간이영원 했으면 해갈게 바람이 좋은 날에햇살 눈부신 어떤 날에 너에게로처음 내게 왔던 그날처럼모든 날 모든 순간 함께해
버추얼 아이돌,PLAVE,ASTERUM : 134-1,2024.02.26,랩/힙합,"총건수
											0",아 매워 뭐가요?맵다고 뭐가요?어 매운 거? 라쓰고?그런 거 말고우리가 맵다은호야 가자 네 형님어디 갈까 고민하지 마누가 뭐래도 난 충분하니까있잖아 진짜로 하나도 부럽지가 않아Billie jean is not my lover타격 없어 떠들어 더내 스타일은 한 귀로 듣고 흘렸어죄송해요 귀엽게 봐주세요버추얼 아이돌우린 PLAVE난 삐뚤 빼뚤 (삐뚤 빼뚤)안 비슷 비슷해 (기특 기특해)난 삐걱 삐걱 (삐걱 거려)안 비겁 비겁해Shake it 흔들어Hater 들은 그냥 가세요키득 키득지긋 지긋난 삐뚤 빼뚤 (삐뚤 빼뚤)안 비슷 비슷해 (기특 기특해)난 삐걱 삐걱거릴수록 다들 좋아해 (닥터)Shake it 흔들어Hater 들은 그냥 가세요키득 키득해지긋 지긋해 Hey yeah너 부정하지 마 (할 수 있잖아)내 생각이 나잖아 (뭐야 왜 저래?)논중화물이야 난PLAVE 날아가는 모양라쓰고이름이 뭐냐고 물어보게 돼 넌 결국엔 입덕파란색 노란색 분홍색 실버색 검은색궁금해서 못 참을 거야 분명버추얼 아이돌우린 PLAVE난 삐뚤 빼뚤 (삐뚤 빼뚤)안 비슷 비슷해 (기특 기특해)난 삐걱 삐걱 (아이고)안 비겁 비겁해Shake it 흔들어Hater 들은 그냥 가세요키득 키득지긋 지긋난 삐뚤 빼뚤 (삐뚤 빼뚤)안 비슷 비슷해 (기특 기특해)난 삐걱 삐걱거릴수록 다들 좋아해 (뚝스)Shake it 흔들어Hater 들은 그냥 가세요키득 키득해지긋 지긋해 Hey yeah인사드리겠습니다잘 부탁드립니다자주 뵙고 싶습니다예쁘게 봐주세요 (예쁘게 봐달라니까?)인사드리겠습니다잘 부탁드립니다자주 뵙고 싶습니다예쁘게 봐주세요 난 삐뚤 빼뚤 안 비슷 비슷해난 삐걱 삐걱안 비겁 비겁해Shake it 흔들어Hater 들은 그냥 가세요여러분 대박입니다
다정히 내 이름을 부르면,경서예지,다정히 내 이름을 부르면 (경서예지 x 전건호),2021.05.19,발라드,"총건수
											0",끝없이 별빛이 내리던 밤기분 좋은 바람이두 뺨을 스치고 새벽 바다 한곳을 보는아름다운 너와 나그림을 그려갔어모래 위 떨린 손끝으로날 향해 웃어주는 입술끝 모양과 저 달보다사랑스러운 두 눈을 가진 네가다정히 내 이름을부르면 내 마음이녹아내려 언제나나 하날 위해 준비된선물 같아 널 안으면잠들지 않는 바다 위를너와 함께 걷는 거 같아하늘 아래 너와 나남은 내 모든 날을 너에게다 줘도 안 아까워이제서야 내가사랑에 눈을 뜬 건 가봐경험하지 못했고믿기지 않는 일만일어나고 있는 거 아니5월에 피는 봄꽃 처럼내 사랑도 피어나부는 바람에 살며시 실어 보내다정히 내 이름을부르면 내 마음이녹아내려 언제나나 하날 위해 준비된선물 같아 널 안으면잠들지 않는 바다 위를너와 함께 걷는 거 같아하늘 아래 너와 나설레는 지금이꿈이 아닌 걸 알잖아난 더 바랄 게 없어먼 훗날 내 생애아주 작은 소리로귓가에 말할 거야내 곁에 머물러줘서마음 다해 고맙다고어떤 말로도 표현 못 할내 인생의 전부였다고이 순간 너를 꼭 안고고백할게 언제나우리 모든 날들과별빛 아래 우리 그림자제일로 특별하다고길고 긴 겨울 끝을 지나너의 앞에 서있는 지금선명한 목소리로널 사랑한다고말할게
